id	name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
HRV	Croatia	5.7357	6.0123	6.1696	6.8633	7.7761	8.0008	7.9279	8.0077	8.5643	8.8796	11.6049	12.4997	11.7041	13.9744	14.0245	14.6225	15.0786	14.6458	16.3569	17.7831	17.4674	19.0014	17.4297	18.7713	19.7983	20.1929	21.0826	20.9396	21.6699	21.6171	23.442	17.3042	16.6325	17.1037	16.3612	17.0401	17.6292	18.6929	19.3982	20.2417	19.8157	20.9667	22.054	23.3863	23.0448	23.4895	23.7256	25.0562	23.7853	21.9955	21.2451	20.8017	19.243	18.5882	17.8507	17.9966	18.2215	17.1816
CUB	Cuba	13.6871	12.1683	14.1545	13.0259	14.279	14.5941	15.1694	15.7369	16.0195	17.2433	18.6541	19.5884	20.7763	22.3736	22.8853	27.0356	27.181	29.345	30.619	31.6321	31.3043	32.6273	34.4206	30.697	32.4373	32.4051	33.3752	33.7334	35.3987	35.513	33.1166	29.5512	31.133	29.2841	32.1468	25.5862	26.8725	24.5091	24.3574	25.183	25.9442	25.3322	25.9656	25.3551	24.866	25.8476	27.2282	26.5974	30.246	29.7052	38.1722	35.7718	35.9269	34.589	34.6331	36.0008	36.6665	36.5042
CYP	Cyprus	0.88633	0.86432	0.90462	0.98523	0.99997	1.1501	1.2417	1.3623	1.6222	1.6698	1.7027	1.8835	2.4059	2.5035	1.9287	1.9906	2.4873	2.6989	2.8445	3.0448	3.2599	3.095	3.1564	3.1506	3.2338	3.1444	3.6052	4.184	4.1966	4.4285	4.6431	5.1318	5.5072	5.7514	5.994	5.8643	6.2145	6.3012	6.5938	6.8608	7.1089	6.9822	7.1708	7.5602	7.7878	7.9722	8.1608	8.4726	8.6342	8.3826	8.0179	7.7002	7.1699	6.4949	6.8785	6.9029	7.3078	7.5147
CZE	Czech Republic	99.0507	107.5063	114.5653	120.5164	125.4239	122.2111	121.5214	121.2679	126.8758	134.693	154.4275	161.9773	163.4475	164.0931	165.9676	173.6344	180.3761	185.7569	187.415	182.4977	184.6102	182.572	180.7746	180.9967	187.0944	184.5288	185.7822	184.2618	181.2088	175.1796	164.2274	148.5125	144.0742	137.9627	131.5325	131.9721	134.6487	130.8497	125.1257	116.4416	126.8969	126.6664	123.598	127.0484	127.7593	125.2945	126.3803	128.1807	122.9339	115.2553	117.4956	115.0233	110.9141	106.4012	104.0603	104.7846	106.5433	107.8958
DNK	Denmark	29.7495	31.7019	36.8899	40.6679	43.1469	44.2934	50.0784	49.0264	53.2727	59.3426	62.0393	57.0095	59.5939	59.2218	55.0415	55.7446	60.1024	61.8174	61.0959	62.9776	60.3479	51.7726	53.6839	50.1673	50.8559	60.0646	58.9063	58.3456	55.1115	48.8078	53.6009	64.2209	58.4134	60.6534	64.7152	61.6285	74.8775	65.4696	61.2294	58.6495	54.3076	55.8808	55.5517	60.6353	55.1101	51.5321	59.4389	54.6571	51.2106	48.8235	49.2923	44.3155	39.8809	41.8251	37.6235	35.3151	37.1173	34.5501
DJI	Djibouti	0.040304	0.043968	0.047632	0.065952	0.084272	0.12091	0.13923	0.087936	0.12091	0.084272	0.13923	0.16122	0.19053	0.17954	0.19419	0.19786	0.19786	0.19786	0.20152	0.36274	0.34808	0.30045	0.34808	0.34808	0.35174	0.35907	0.37739	0.38838	0.34808	0.38838	0.32243	0.31144	0.31144	0.31144	0.30411	0.30411	0.31144	0.3261	0.3151	0.3151	0.34075	0.3664	0.39938	0.42136	0.4067	0.41403	0.41037	0.46166	0.4983	0.46166	0.51662	0.47266	0.51662	0.59218	0.68269	0.74049	0.78823	0.81701
DOM	Dominican Republic	0.010992	0.010992	0.010992	0.014656	0.014656	0.014656	0.014656	0.021984	0.021984	0.01832	0.025648	0.025648	0.025648	0.025648	0.029312	0.029312	0.029312	0.025648	0.025648	0.032976	0.03664	0.03664	0.040304	0.040304	0.043968	0.047632	0.047632	0.047632	0.05496	0.058624	0.058624	0.058624	0.058624	0.062288	0.065952	0.080608	0.07328	0.080608	0.076944	0.080608	0.10259	0.10992	0.10259	0.11725	0.11358	0.11725	0.11358	0.15389	0.1319	0.1319	0.13923	0.12824	0.13557	0.1319	0.13557	0.14153	0.14427	0.14425
DOM	Dominican Republic	1.0399	0.010992	1.0286	0.010992	1.2411	0.014656	1.2485	0.014656	1.7465	0.014656	1.5453	0.014656	1.6697	0.021984	1.5669	0.021984	2.3473	0.01832	2.6512	0.025648	3.1051	0.025648	3.5187	0.025648	4.6689	0.025648	5.959	0.029312	6.4096	0.029312	6.3327	0.029312	6.3223	0.025648	5.5989	0.025648	5.4303	0.032976	6.7856	0.03664	6.427	0.03664	6.1352	0.040304	6.3035	0.040304	7.8656	0.043968	7.3905	0.047632	7.2415	0.047632	8.1211	0.047632	9.6873	0.05496	9.7398	0.058624	10.2579	0.058624	9.1517	0.058624	9.9526	0.058624	10.8223	0.062288	11.6672	0.065952	12.3768	0.080608	15.7714	0.07328	17.1977	0.080608	17.8569	0.076944	18.2485	0.080608	18.3839	0.10259	19.5937	0.10992	19.5938	0.10259	21.0743	0.11725	21.2599	0.11358	18.0697	0.11725	18.3802	0.11358	19.4204	0.15389	20.7564	0.1319	20.269	0.1319	19.8137	0.13923	20.5744	0.12824	20.7807	0.13557	21.6513	0.1319	20.9578	0.13557	20.9911	0.14153	21.4711	0.14427	21.7823	0.14425	21.2688
DOM	Dominica	0.010992	0.010992	0.010992	0.014656	0.014656	0.014656	0.014656	0.021984	0.021984	0.01832	0.025648	0.025648	0.025648	0.025648	0.029312	0.029312	0.029312	0.025648	0.025648	0.032976	0.03664	0.03664	0.040304	0.040304	0.043968	0.047632	0.047632	0.047632	0.05496	0.058624	0.058624	0.058624	0.058624	0.062288	0.065952	0.080608	0.07328	0.080608	0.076944	0.080608	0.10259	0.10992	0.10259	0.11725	0.11358	0.11725	0.11358	0.15389	0.1319	0.1319	0.13923	0.12824	0.13557	0.1319	0.13557	0.14153	0.14427	0.14425
DOM	Dominican Republic	0.010992	0.010992	0.010992	0.014656	0.014656	0.014656	0.014656	0.021984	0.021984	0.01832	0.025648	0.025648	0.025648	0.025648	0.029312	0.029312	0.029312	0.025648	0.025648	0.032976	0.03664	0.03664	0.040304	0.040304	0.043968	0.047632	0.047632	0.047632	0.05496	0.058624	0.058624	0.058624	0.058624	0.062288	0.065952	0.080608	0.07328	0.080608	0.076944	0.080608	0.10259	0.10992	0.10259	0.11725	0.11358	0.11725	0.11358	0.15389	0.1319	0.1319	0.13923	0.12824	0.13557	0.1319	0.13557	0.14153	0.14427	0.14425
DOM	Dominican Republic	1.0399	0.010992	1.0286	0.010992	1.2411	0.014656	1.2485	0.014656	1.7465	0.014656	1.5453	0.014656	1.6697	0.021984	1.5669	0.021984	2.3473	0.01832	2.6512	0.025648	3.1051	0.025648	3.5187	0.025648	4.6689	0.025648	5.959	0.029312	6.4096	0.029312	6.3327	0.029312	6.3223	0.025648	5.5989	0.025648	5.4303	0.032976	6.7856	0.03664	6.427	0.03664	6.1352	0.040304	6.3035	0.040304	7.8656	0.043968	7.3905	0.047632	7.2415	0.047632	8.1211	0.047632	9.6873	0.05496	9.7398	0.058624	10.2579	0.058624	9.1517	0.058624	9.9526	0.058624	10.8223	0.062288	11.6672	0.065952	12.3768	0.080608	15.7714	0.07328	17.1977	0.080608	17.8569	0.076944	18.2485	0.080608	18.3839	0.10259	19.5937	0.10992	19.5938	0.10259	21.0743	0.11725	21.2599	0.11358	18.0697	0.11725	18.3802	0.11358	19.4204	0.15389	20.7564	0.1319	20.269	0.1319	19.8137	0.13923	20.5744	0.12824	20.7807	0.13557	21.6513	0.1319	20.9578	0.13557	20.9911	0.14153	21.4711	0.14427	21.7823	0.14425	21.2688
ECU	Ecuador	1.7616	1.6442	1.5637	1.7943	2.1423	2.274	2.4167	2.5889	3.1126	3.5889	4.2782	4.2194	4.589	5.2559	6.0836	7.3549	8.1006	7.4722	10.4064	12.1405	13.4072	16.6528	19.2351	19.5026	21.1895	19.3527	15.1941	15.0223	17.1686	20.1537	16.7106	16.3776	22.1573	24.0874	13.5385	22.6979	24.0255	18.2051	22.3147	21.365	20.5626	22.9395	24.7531	26.7479	28.7858	29.9701	28.5246	31.494	33.325	35.5032	35.8841	37.9735	37.4605	40.2522	43.197	41.8744	39.7539	38.7973
EGY	Egypt	16.0327	17.0659	18.5711	21.5269	25.4912	27.6095	26.5322	19.6499	22.8726	19.6648	21.654	23.0124	25.475	23.7611	26.0891	31.0599	34.4505	37.8151	39.261	42.8895	45.176	50.9027	56.4312	56.9805	63.7043	63.8072	74.3929	74.6135	74.3095	71.9046	75.622	78.3207	80.8261	92.7026	84.8349	95.1669	101.4085	107.512	121.4653	124.4974	140.3476	124.2928	125.7814	146.462	149.1437	165.0417	176.0195	185.9052	195.2854	202.7097	198.8077	213.271	211.9927	208.4508	197.1015	200.4222	208.9113	218.6644
SLV	El Salvador	0.61886	0.58228	0.64826	1.1245	1.2307	1.0402	1.3038	1.1573	1.2598	1.1902	1.4283	1.5088	1.6772	1.9666	1.97	2.1055	2.2067	2.2817	2.3814	2.3767	2.1194	1.8187	1.7521	1.8854	1.5883	1.9653	1.9675	2.4145	2.4331	2.5472	2.4672	3.1239	3.2875	3.7334	4.5322	4.9616	4.499	5.3983	5.7317	5.6201	5.6609	5.8544	5.9308	6.4343	6.2537	6.3493	6.7206	6.8459	6.4086	6.3126	6.317	6.5005	6.5057	6.0936	6.1695	6.5379	6.8343	6.992
GNQ	Equatorial Guinea	0.021984	0.41037	0.021984	0.61555	0.021984	0.65952	0.025648	0.69616	0.025648	0.69982	0.029312	0.69616	0.025648	0.71814	0.025648	0.72547	0.029312	0.74746	0.043968	0.74746	0.03664	0.79142	0.065952	0.81341	0.087936	0.83173	0.029312	0.80242	0.051296	0.83906	0.062288	0.84272	0.062288	0.88669	0.062288	0.90134	0.069616	0.90134	0.062288	0.94531	0.058624	0.96363	0.069616	0.98928	0.07328	0.98195	0.062288	0.95264	0.080608	0.97829	0.065952	0.99294	0.080608	0.99661	0.098928	0.99294	0.10626	1.0259	0.11725	1.0442	0.065952	1.0039	0.1429	1.0259	0.15755	1.0589	0.098928	1.0882	0.032976	1.2269	0.12824	1.267	0.11358	1.3395	0.28946	1.3943	0.16488	1.4763	0.46533	1.5517	0.45434	1.6131	3.0924	1.6882	4.9757	1.7677	6.0126	1.844	5.2139	1.9057	4.7082	1.8247	4.7522	1.8906	4.7925	1.9676	4.4994	2.1439	4.6166	2.2266	4.6753	2.5749	6.1225	2.7347	5.1113	2.5428	5.1589	2.2564	5.3421	2.3921	5.8365	2.4453	6.4583	2.6017	6.7149	2.9047
EST	Estonia	10.2217	10.5411	11.0633	11.8646	12.618	13.3852	14.1353	14.7805	15.1957	15.8253	16.6451	17.672	18.602	19.3971	20.1458	21.1868	22.0053	22.7569	23.5402	23.7363	24.6728	24.2127	24.6732	25.0327	25.2632	27.2464	27.327	28.4808	29.2669	28.6605	37.069	34.0377	24.5146	19.066	19.901	18.204	18.9254	18.4823	16.9096	15.7271	15.3622	15.7079	15.2333	17.0872	17.2866	17.1363	16.4392	20.0716	17.8727	14.6091	19.0149	19.0972	17.9381	19.6956	18.9038	15.8911	17.4935	19.8093
ETH	Ethiopia	0.35163	0.34063	0.39553	0.42121	0.40653	0.64448	0.82398	1.073	1.725	1.6664	1.6517	1.8495	1.4062	1.7509	1.7363	1.2085	1.1747	1.0468	1.3685	1.8441	1.8175	1.86	1.4739	1.8348	1.6503	1.7987	2.1952	2.5544	2.6401	2.7941	2.9858	2.9571	2.9373	2.9948	2.1969	2.5057	2.7947	2.9793	3.1474	3.095	3.4638	4.2634	4.4305	4.8711	5.1586	4.9551	5.3169	5.8284	6.3651	6.433	6.3957	7.479	8.1495	10.0802	10.9911	12.3814	12.9419	13.3962
FJI	Fiji	0.19419	0.16854	0.23083	0.24182	0.42491	0.34427	0.32225	0.35523	0.3955	0.43214	0.52005	0.54927	0.57856	0.62985	0.67019	0.62258	0.483	0.76463	0.70908	0.83646	0.79242	1.0772	0.83512	0.70893	0.57721	0.57299	0.59809	0.472	0.54977	0.6252	0.80606	0.66312	0.74003	0.74366	0.7386	0.75389	0.81317	0.78244	0.7611	0.77502	0.8336	1.046	0.87945	1.0361	1.34	1.081	1.2014	1.1411	0.87776	0.77856	1.2012	1.0679	1.0411	1.1292	1.1465	1.2507	1.2641	1.3444
FIN	Finland	15.0869	14.9217	16.7903	19.3365	22.8277	25.3001	29.4888	28.5877	33.2815	37.8968	40.355	40.5368	44.1061	49.3202	46.6085	46.0258	51.1986	50.1371	51.8252	54.2372	58.1395	51.4035	42.9768	41.4637	42.1474	49.5494	53.2147	57.5337	52.0584	52.4483	56.967	55.2253	54.2805	56.3485	61.7116	58.1416	64.0584	62.7183	59.3751	58.8983	57.0415	62.5393	65.0618	72.6584	68.9616	57.045	68.3798	66.7557	58.6088	55.8182	63.9918	56.5441	51.1119	51.9016	47.7997	44.3461	47.9264	45.956
FRA	France	271.3608	281.3733	298.8665	334.2264	345.5381	352.1116	347.6048	372.4753	385.101	413.7595	439.6251	463.1427	481.6113	517.5783	500.0189	447.806	506.6836	481.9868	506.8283	530.3821	506.1981	455.6122	438.0107	423.9521	407.301	402.4593	387.4211	379.6927	374.6584	392.9411	403.1017	428.6495	418.4452	398.6448	393.3949	400.5639	416.1896	409.4499	429.789	425.6747	420.6527	425.8825	420.9195	428.0028	428.9277	432.6393	422.1013	412.8984	406.7908	386.9421	397.9005	372.7926	374.1126	374.2586	343.5726	348.1637	350.1047	356.3007
179	French Polynesia	0.03664	0.058624	0.047632	0.065952	0.065952	0.084272	0.12091	0.13923	0.15389	0.16122	0.19419	0.22717	0.21618	0.20885	0.21618	0.21251	0.26381	0.2748	0.31144	0.28213	0.29312	0.32976	0.33709	0.42136	0.458	0.58624	0.60456	0.60822	0.57158	0.54227	0.43602	0.43235	0.41403	0.42502	0.43968	0.42869	0.43235	0.45067	0.44701	0.49464	0.56792	0.67784	0.70715	0.76944	0.76211	0.82074	0.8244	0.81707	0.84272	0.84638	0.85738	0.83173	0.81341	0.82074	0.80242	0.87566	0.88569	0.94568
GAB	Gabon	0.1319	0.16488	0.087936	0.07328	0.19053	0.21618	0.38106	1.0113	1.9602	1.4326	2.0812	2.8433	2.737	5.3091	5.4484	5.3641	5.7038	6.3065	7.5549	6.7468	6.6247	6.564	6.5436	5.5086	5.9795	6.2985	4.9508	4.0095	4.3207	5.7575	4.4854	4.522	4.9176	4.9748	4.3745	4.6063	4.7537	4.7742	4.9573	4.787	4.6699	4.773	4.544	4.6132	4.6567	4.8579	4.1424	4.0893	4.1437	4.2183	4.7823	4.942	5.0773	5.2577	5.1695	5.2871	5.4761	5.5264
GMB	"Gambia, The"	0.01832	0.021984	0.025648	0.029312	0.029312	0.029312	0.032976	0.032976	0.03664	0.047632	0.047632	0.05496	0.065952	0.062288	0.062288	0.098928	0.098928	0.11358	0.13923	0.14656	0.15755	0.15755	0.16122	0.16122	0.17221	0.17221	0.16122	0.17954	0.1832	0.17954	0.17587	0.17954	0.17954	0.18686	0.18686	0.19786	0.19786	0.19786	0.21251	0.23083	0.24549	0.25282	0.28946	0.28946	0.29312	0.29312	0.30778	0.35174	0.3664	0.38106	0.43235	0.44701	0.45434	0.43235	0.51296	0.51672	0.55225	0.62219
GEO	Georgia	6.5641	6.7692	7.1044	7.619	8.1028	8.5954	9.0771	9.4914	9.758	10.1624	10.6888	11.3468	11.9425	12.4513	12.9301	13.5963	14.1156	14.5917	15.0885	15.2094	15.8043	15.5022	15.7935	16.0166	16.1576	17.4248	17.4677	18.2008	18.6977	18.3009	17.1532	16.539	15.277	9.9163	6.069	2.2914	4.0551	4.4251	4.9386	4.3097	4.4994	3.7338	3.3514	3.7355	4.2762	5.017	6.0961	6.3648	5.1104	6.1349	6.2091	7.7854	8.2474	7.6643	8.7908	9.4636	9.8389	10.9517
DEU	Germany	813.9502	834.8396	883.1686	945.498	968.9175	960.1022	951.422	936.2294	984.7908	1052.0008	1026.0223	1037.2361	1041.4795	1085.7363	1062.7243	1002.4439	1090.8366	1052.6041	1079.1273	1117.8822	1100.0595	1048.5166	1015.7269	1011.5972	1033.2367	1044.1101	1047.4633	1032.4339	1029.0144	1012.7496	1052.9975	1014.9723	966.7058	956.9942	940.408	940.0867	960.1743	932.3474	924.4045	896.8827	900.9601	917.4768	900.9551	901.9699	887.9965	867.2235	878.7471	852.0962	854.421	789.9635	833.6849	810.8023	815.1974	832.643	793.6358	797.0782	801.753	799.3732
GHA	Ghana	1.4619	1.3447	1.4326	1.7221	1.6488	1.7038	1.44	1.4949	1.7615	1.6875	2.6216	2.2915	2.4202	2.4714	2.9328	2.7416	2.4266	2.9915	2.9574	2.6492	2.5481	3.0299	3.0284	3.639	2.5671	3.3017	3.0303	3.2636	3.4112	3.295	3.7548	3.8652	3.8881	4.4352	4.8286	5.1542	5.4686	6.2042	6.2459	6.3695	6.1005	6.7326	7.2315	7.4373	7.1521	6.8034	9.16	9.6193	8.9259	7.4978	9.7107	9.5335	11.5198	14.2811	14.122	14.4475	15.1037	16.7648
GRC	Greece	9.3915	9.8084	10.1488	12.2395	13.2016	16.999	18.6206	19.5042	22.2863	25.4343	24.1262	27.7495	31.4773	37.1311	36.0617	38.6696	42.6554	46.6569	47.6778	50.8183	50.8883	50.1249	51.5082	54.7887	56.2843	59.7712	58.2737	62.5756	67.051	73.23	83.3754	83.3509	84.9158	84.2295	86.392	86.9456	89.0986	93.8042	98.6248	97.9417	102.9823	105.369	105.0114	109.0832	109.53	113.9251	112.4649	114.5826	111.1125	104.3405	97.343	94.5317	91.4178	81.7226	78.6558	74.9625	71.3731	76.0004
GRL	Greenland	0.2235	0.29312	0.26381	0.32976	0.3151	0.34442	0.38838	0.4177	0.54227	0.4067	0.38106	0.46899	0.55326	0.55693	0.55693	0.50563	0.21984	0.72181	0.39205	0.57158	0.56426	0.52762	0.51662	0.36274	0.56792	0.5093	0.3261	0.2345	0.54594	0.47266	0.55326	0.54594	0.47998	0.4983	0.50197	0.50197	0.51662	0.52029	0.52762	0.53861	0.53128	0.53861	0.53861	0.53128	0.58258	0.60822	0.62654	0.63754	0.65952	0.57525	0.66318	0.70715	0.56792	0.55326	0.50563	0.52269	0.56022	0.56973
190	Grenada	0.021984	0.01832	0.025648	0.014656	0.021984	0.021984	0.029312	0.03664	0.040304	0.047632	0.043968	0.047632	0.047632	0.05496	0.03664	0.047632	0.047632	0.047632	0.051296	0.047632	0.047632	0.058624	0.062288	0.062288	0.062288	0.062288	0.065952	0.07328	0.095264	0.10259	0.10626	0.10992	0.11725	0.12091	0.1429	0.15022	0.15389	0.16854	0.17587	0.19419	0.19053	0.19419	0.20518	0.21618	0.20518	0.21618	0.23083	0.23816	0.25282	0.25282	0.26014	0.25282	0.27114	0.30411	0.24182	0.25723	0.26963	0.27623
GTM	Guatemala	1.3442	1.4065	1.3809	1.5199	1.769	1.9739	1.7396	1.9813	2.1391	2.2781	2.2964	2.4393	2.7066	2.9336	3.0655	3.5195	3.3049	3.8045	4.1171	4.678	4.4926	3.9495	3.6068	3.1599	3.4011	3.4968	3.6646	3.9184	4.0752	4.1882	4.9701	4.9521	5.9179	5.5772	6.7508	7.0793	6.5703	7.5016	8.6394	8.807	9.7658	10.4677	10.9305	10.6568	11.4251	12.3498	12.4171	12.3717	11.1679	11.6875	11.3615	11.5205	11.6466	13.2967	17.9254	19.8033	20.9371	20.878
PNG	Papua New Guinea	0.17954	0.61555	0.20152	0.65952	0.19786	0.69616	0.25648	0.69982	0.26747	0.69616	0.30411	0.71814	0.34075	0.72547	0.43602	0.74746	0.50197	0.74746	0.55693	0.79142	0.6925	0.81341	0.8244	0.83173	1.2677	0.80242	1.3447	0.83906	1.5865	0.84272	1.5316	0.88669	1.5719	0.90134	1.5792	0.90134	1.6744	0.94531	1.7954	0.96363	1.8283	0.98928	1.9309	0.98195	1.9456	0.95264	2.0079	0.97829	2.0445	0.99294	2.1251	0.99661	2.0628	0.99294	2.334	1.0259	2.1984	1.0442	2.0335	1.0039	2.1398	1.0259	2.0628	1.0589	2.0518	1.0882	1.9932	1.2269	2.1801	1.267	2.0592	1.3395	2.1874	1.3943	2.5758	1.4763	2.8616	1.5517	2.4439	1.6131	2.6637	1.6882	3.206	1.7677	3.4845	1.844	3.9425	1.9057	4.4847	1.8247	4.3821	1.8906	4.3052	1.9676	6.1152	2.1439	4.7925	2.2266	5.0893	2.5749	4.7364	2.7347	5.3	2.5428	5.0506	2.2564	6.1581	2.3921	6.2899	2.4453	6.8769	2.6017	6.9366	2.9047	7.3875
GNB	Guinea-Bissau	0.01832	0.61555	0.029312	0.65952	0.040304	0.69616	0.047632	0.69982	0.058624	0.69616	0.065952	0.71814	0.065952	0.72547	0.047632	0.74746	0.062288	0.74746	0.058624	0.79142	0.069616	0.81341	0.07328	0.83173	0.065952	0.80242	0.10992	0.83906	0.10259	0.84272	0.11358	0.88669	0.095264	0.90134	0.10259	0.90134	0.10259	0.94531	0.10992	0.96363	0.14656	0.98928	0.1429	0.98195	0.1429	0.95264	0.1429	0.97829	0.16122	0.99294	0.17221	0.99661	0.1832	0.99294	0.19419	1.0259	0.21618	1.0442	0.23083	1.0039	0.17221	1.0259	0.17587	1.0589	0.17954	1.0882	0.1832	1.2269	0.1832	1.267	0.1832	1.3395	0.1832	1.3943	0.20152	1.4763	0.17221	1.5517	0.19419	1.6131	0.14656	1.6882	0.15022	1.7677	0.15389	1.844	0.19419	1.9057	0.20152	1.8247	0.21251	1.8906	0.21618	1.9676	0.23083	2.1439	0.22717	2.2266	0.2345	2.5749	0.23816	2.7347	0.24549	2.5428	0.25282	2.2564	0.25648	2.3921	0.27114	2.4453	0.27458	2.6017	0.2939	2.9047	0.33133
GNQ	Equatorial Guinea	0.021984	0.41037	0.021984	0.61555	0.021984	0.65952	0.025648	0.69616	0.025648	0.69982	0.029312	0.69616	0.025648	0.71814	0.025648	0.72547	0.029312	0.74746	0.043968	0.74746	0.03664	0.79142	0.065952	0.81341	0.087936	0.83173	0.029312	0.80242	0.051296	0.83906	0.062288	0.84272	0.062288	0.88669	0.062288	0.90134	0.069616	0.90134	0.062288	0.94531	0.058624	0.96363	0.069616	0.98928	0.07328	0.98195	0.062288	0.95264	0.080608	0.97829	0.065952	0.99294	0.080608	0.99661	0.098928	0.99294	0.10626	1.0259	0.11725	1.0442	0.065952	1.0039	0.1429	1.0259	0.15755	1.0589	0.098928	1.0882	0.032976	1.2269	0.12824	1.267	0.11358	1.3395	0.28946	1.3943	0.16488	1.4763	0.46533	1.5517	0.45434	1.6131	3.0924	1.6882	4.9757	1.7677	6.0126	1.844	5.2139	1.9057	4.7082	1.8247	4.7522	1.8906	4.7925	1.9676	4.4994	2.1439	4.6166	2.2266	4.6753	2.5749	6.1225	2.7347	5.1113	2.5428	5.1589	2.2564	5.3421	2.3921	5.8365	2.4453	6.4583	2.6017	6.7149	2.9047
GNB	Guinea-Bissau	0.01832	0.61555	0.029312	0.65952	0.040304	0.69616	0.047632	0.69982	0.058624	0.69616	0.065952	0.71814	0.065952	0.72547	0.047632	0.74746	0.062288	0.74746	0.058624	0.79142	0.069616	0.81341	0.07328	0.83173	0.065952	0.80242	0.10992	0.83906	0.10259	0.84272	0.11358	0.88669	0.095264	0.90134	0.10259	0.90134	0.10259	0.94531	0.10992	0.96363	0.14656	0.98928	0.1429	0.98195	0.1429	0.95264	0.1429	0.97829	0.16122	0.99294	0.17221	0.99661	0.1832	0.99294	0.19419	1.0259	0.21618	1.0442	0.23083	1.0039	0.17221	1.0259	0.17587	1.0589	0.17954	1.0882	0.1832	1.2269	0.1832	1.267	0.1832	1.3395	0.1832	1.3943	0.20152	1.4763	0.17221	1.5517	0.19419	1.6131	0.14656	1.6882	0.15022	1.7677	0.15389	1.844	0.19419	1.9057	0.20152	1.8247	0.21251	1.8906	0.21618	1.9676	0.23083	2.1439	0.22717	2.2266	0.2345	2.5749	0.23816	2.7347	0.24549	2.5428	0.25282	2.2564	0.25648	2.3921	0.27114	2.4453	0.27458	2.6017	0.2939	2.9047	0.33133
